,Team_id,Regulation,Name,Item,Ability,Tera Type,HP Evs,Atk Evs,Def Evs,SpAtk Evs,SpDef Evs,Spe Evs,Nature,IVs,Move 1,Move 2,Move 3,Move 4
23,4.0,Regulation Set A,Dragonite (M),Assault Vest,Inner Focus,Normal,244.0,252.0,0.0,0.0,0.0,12.0,Adamant,None,Extreme Speed,Earthquake,Dragon Claw,Brick Break
24,5.0,Regulation Set A,Pelipper,Damp Rock,Drizzle,Grass,52.0,0.0,4.0,196.0,4.0,252.0,Modest,0 Atk,Tailwind,Wide Guard,Tera Blast,Hurricane
25,5.0,Regulation Set A,Palafin,Choice Band,Zero to Hero,Water,204.0,236.0,60.0,0.0,4.0,4.0,Adamant,None,Flip Turn,Jet Punch,Wave Crash,Close Combat
26,5.0,Regulation Set A,Kingambit,Assault Vest,Defiant,Dark,204.0,196.0,4.0,0.0,100.0,4.0,Adamant,None,Iron Head,Kowtow Cleave,Sucker Punch,Brick Break
27,5.0,Regulation Set A,Gallade,Scope Lens,Sharpness,Grass,252.0,36.0,116.0,0.0,4.0,100.0,Adamant,None,Protect,Sacred Sword,Leaf Blade,Psycho Cut
28,5.0,Regulation Set A,Rotom-Mow,Sitrus Berry,Levitate,Electric,252.0,0.0,140.0,108.0,4.0,4.0,Modest,None,Protect,Will-O-Wisp,Thunder,Leaf Storm
29,5.0,Regulation Set A,Amoonguss,Rocky Helmet,Regenerator,Water,236.0,0.0,236.0,0.0,36.0,0.0,Bold,0 Atk,Pollen Puff,Spore,Rage Powder,
30,6.0,Regulation Set A,Hariyama (M),Flame Orb,Guts,Fighting,4.0,252.0,124.0,0.0,124.0,4.0,Adamant,None,Fake Out,Close Combat,Wide Guard,Knock Off
31,6.0,Regulation Set A,Amoonguss (F),Wiki Berry,Regenerator,Water,252.0,0.0,212.0,0.0,44.0,0.0,Sassy,0 Atk / 0 Spe,Spore,Rage Powder,Clear Smog,Protect
32,6.0,Regulation Set A,Frosmoth (M),Life Orb,Ice Scales,Electric,0.0,0.0,0.0,188.0,92.0,228.0,Modest,0 Atk,Ice Beam,Tera Blast,Quiver Dance,Protect
33,6.0,Regulation Set A,Kingambit (M),Assault Vest,Defiant,Flying,244.0,252.0,4.0,0.0,4.0,4.0,Adamant,None,Kowtow Cleave,Iron Head,Sucker Punch,Tera Blast
34,6.0,Regulation Set A,Farigiraf (M),Focus Sash,Armor Tail,Normal,252.0,0.0,0.0,252.0,4.0,0.0,Quiet,0 Atk / 0 Spe,Psychic,Hyper Voice,Imprison,Trick Room
35,6.0,Regulation Set A,Sylveon (F),Throat Spray,Pixilate,Fire,92.0,4.0,156.0,252.0,4.0,0.0,Quiet,None,Hyper Voice,Quick Attack,Tera Blast,Protect
36,7.0,Regulation Set A,Murkrow (M),Eviolite,Prankster,Ghost,236.0,0.0,52.0,0.0,220.0,0.0,Calm,0 Atk,Haze,Foul Play,Tailwind,Taunt
37,7.0,Regulation Set A,Azumarill (F),Assault Vest,Huge Power,Grass,228.0,156.0,4.0,0.0,4.0,116.0,Adamant,None,Play Rough,Liquidation,Ice Spinner,Aqua Jet
38,7.0,Regulation Set A,Hydreigon (M),Life Orb,Levitate,Steel,76.0,0.0,4.0,172.0,4.0,252.0,Timid,0 Atk,Dark Pulse,Draco Meteor,Flash Cannon,Protect
39,7.0,Regulation Set A,Gholdengo,Leftovers,Good as Gold,Flying,236.0,0.0,4.0,100.0,148.0,20.0,Modest,0 Atk,Make It Rain,Shadow Ball,Nasty Plot,Protect
40,7.0,Regulation Set A,Rotom-Heat,Sitrus Berry,Levitate,Electric,252.0,0.0,100.0,116.0,12.0,28.0,Modest,0 Atk,Overheat,Thunderbolt,Will-O-Wisp,Protect
41,7.0,Regulation Set A,Garchomp (M),Haban Berry,Rough Skin,Fire,0.0,252.0,0.0,0.0,4.0,252.0,Jolly,None,Dragon Claw,Earthquake,Tera Blast,Protect
42,8.0,Regulation Set A,Hydreigon,Scope Lens,Levitate,Fire,4.0,0.0,0.0,252.0,0.0,252.0,Modest,0 Atk,Heat Wave,Draco Meteor,Focus Energy,Protect
43,8.0,Regulation Set A,Garchomp,Life Orb,Rough Skin,Fire,12.0,236.0,4.0,0.0,4.0,252.0,Jolly,None,Dragon Claw,Earthquake,Swords Dance,Protect
44,8.0,Regulation Set A,Gholdengo,Sitrus Berry,Good as Gold,Flying,100.0,0.0,12.0,236.0,12.0,148.0,Modest,0 Atk,Make It Rain,Shadow Ball,Nasty Plot,Protect
45,8.0,Regulation Set A,Amoonguss,Rocky Helmet,Regenerator,Dark,252.0,0.0,100.0,0.0,156.0,0.0,Sassy,0 Atk / 9 Spe,Protect,Pollen Puff,Rage Powder,Spore
46,8.0,Regulation Set A,Murkrow,Eviolite,Prankster,Ghost,252.0,0.0,252.0,0.0,4.0,0.0,Bold,None,Foul Play,Haze,Tailwind,Torment
47,8.0,Regulation Set A,Maushold-Four,Wide Lens,Technician,Ghost,140.0,108.0,4.0,0.0,4.0,252.0,Jolly,None,Population Bomb,Encore,Follow Me,Protect
48,9.0,Regulation Set A,Gothitelle (M),Iapapa Berry,Shadow Tag,Dark,252.0,0.0,4.0,0.0,252.0,0.0,Careful,None,Hypnosis,Heal Pulse,Fake Out,Protect
49,9.0,Regulation Set A,Gyarados (M),Life Orb,Intimidate,Flying,4.0,252.0,0.0,0.0,0.0,252.0,Jolly,None,Waterfall,Tera Blast,Dragon Dance,Protect
50,9.0,Regulation Set A,Kingambit (M),Assault Vest,Defiant,Fairy,252.0,244.0,4.0,0.0,4.0,4.0,Adamant,None,Kowtow Cleave,Iron Head,Sucker Punch,Brick Break
51,9.0,Regulation Set A,Amoonguss (M),Wiki Berry,Regenerator,Water,252.0,0.0,20.0,0.0,236.0,0.0,Calm,0 Atk / 26 Spe,Pollen Puff,Spore,Rage Powder,Protect
52,9.0,Regulation Set A,Azumarill (F),Sitrus Berry,Sap Sipper,Ground,252.0,0.0,252.0,0.0,4.0,0.0,Relaxed,0 Spe,Aqua Jet,Sing,Perish Song,Protect
53,9.0,Regulation Set A,Meowscarada (M),Choice Band,Protean,Grass,4.0,252.0,0.0,0.0,0.0,252.0,Adamant,None,Flower Trick,Knock Off,Brick Break,U-turn
54,10.0,Regulation Set A,Talonflame (M),Focus Sash,Gale Wings,Fire,4.0,0.0,0.0,252.0,0.0,252.0,Timid,None,Air Slash,Overheat,Protect,Tailwind
55,10.0,Regulation Set A,Skeledirge (M),Expert Belt,Unaware,Grass,92.0,0.0,124.0,252.0,4.0,36.0,Modest,None,Torch Song,Shadow Ball,Protect,Tera Blast
56,10.0,Regulation Set A,Gholdengo,Life Orb,Good as Gold,Water,4.0,0.0,0.0,252.0,0.0,252.0,Timid,None,Make It Rain,Shadow Ball,Protect,Nasty Plot
57,10.0,Regulation Set A,Annihilape (F),Choice Scarf,Defiant,Fighting,44.0,252.0,28.0,0.0,4.0,180.0,Adamant,None,Close Combat,Shadow Claw,Earthquake,Rock Slide
58,10.0,Regulation Set A,Tyranitar (F),Weakness Policy,Sand Stream,Fire,108.0,252.0,4.0,0.0,12.0,132.0,Adamant,None,Rock Slide,Crunch,Protect,Fire Punch
59,10.0,Regulation Set A,Canela (Houndstone) (M),Spell Tag,Sand Rush,Dark,12.0,252.0,4.0,0.0,4.0,236.0,Adamant,None,Last Respects,Will-O-Wisp,Protect,Shadow Sneak
60,11.0,Regulation Set A,Baxcalibur (M),Loaded Dice,Thermal Exchange,Ground,252.0,76.0,4.0,0.0,4.0,172.0,Adamant,None,Dragon Dance,Icicle Spear,Tera Blast,Protect
61,11.0,Regulation Set A,Azumarill (M),Leftovers,Sap Sipper,Fairy,236.0,0.0,60.0,4.0,204.0,4.0,Calm,None,Icy Wind,Chilling Water,Perish Song,Protect
62,11.0,Regulation Set A,Salazzle,Eject Pack,Oblivious,Flying,212.0,0.0,0.0,44.0,0.0,252.0,Timid,None,Fake Out,Acid Spray,Overheat,Encore
63,11.0,Regulation Set A,Hydreigon (F),Life Orb,Levitate,Steel,92.0,0.0,0.0,164.0,0.0,252.0,Timid,0 Atk,Tailwind,Dark Pulse,Flash Cannon,Protect
64,11.0,Regulation Set A,Gallade,Sitrus Berry,Sharpness,Psychic,244.0,164.0,44.0,0.0,4.0,52.0,Adamant,None,Wide Guard,Sacred Sword,Leaf Blade,Trick Room
65,11.0,Regulation Set A,Amoonguss (M),Rocky Helmet,Regenerator,Water,252.0,0.0,156.0,0.0,100.0,0.0,Bold,0 Atk,Spore,Pollen Puff,Protect,Rage Powder
66,12.0,Regulation Set A,Abomasnow,Focus Sash,Snow Warning,Water,172.0,0.0,4.0,252.0,4.0,76.0,Modest,0 Atk,Blizzard,Energy Ball,Aurora Veil,Protect
67,12.0,Regulation Set A,Cetitan,Assault Vest,Slush Rush,Water,4.0,252.0,12.0,0.0,204.0,36.0,Adamant,None,Icicle Crash,Liquidation,Superpower,Heavy Slam
68,12.0,Regulation Set A,Indeedee-F,Psychic Seed,Psychic Surge,Fairy,252.0,0.0,252.0,0.0,4.0,0.0,Bold,0 Atk,Dazzling Gleam,Follow Me,Helping Hand,Protect
69,12.0,Regulation Set A,Armarouge,Safety Goggles,Flash Fire,Dark,244.0,0.0,4.0,244.0,4.0,12.0,Modest,0 Atk,Trick Room,Wide Guard,Armor Cannon,Expanding Force
70,12.0,Regulation Set A,Hydreigon,Life Orb,Levitate,Poison,0.0,0.0,4.0,252.0,0.0,252.0,Timid,0 Atk,Draco Meteor,Dark Pulse,Tera Blast,Tailwind
71,12.0,Regulation Set A,Annihilape (M),Lum Berry,Defiant,Water,236.0,60.0,12.0,0.0,4.0,196.0,Adamant,None,Drain Punch,Rage Fist,Bulk Up,Protect
72,13.0,Regulation Set A,Gholdengo,Choice Specs,Good as Gold,,108.0,0.0,100.0,132.0,4.0,164.0,Modest,0 Atk,Make It Rain,Shadow Ball,Thunderbolt,Focus Blast
73,13.0,Regulation Set A,Murkrow,Eviolite,Prankster,Ghost,252.0,0.0,140.0,0.0,116.0,0.0,Bold,0 Atk,Tailwind,Haze,Foul Play,Taunt
74,13.0,Regulation Set A,Dragonite,Assault Vest,Inner Focus,Normal,108.0,252.0,4.0,0.0,4.0,140.0,Adamant,None,Extreme Speed,Dragon Claw,Low Kick,Earthquake
75,13.0,Regulation Set A,Hydreigon,Life Orb,Levitate,Fire,4.0,0.0,0.0,252.0,0.0,252.0,Modest,0 Atk,Heat Wave,Dark Pulse,Draco Meteor,Protect
76,13.0,Regulation Set A,Ceruledge,Clear Amulet,Flash Fire,Grass,252.0,116.0,60.0,0.0,12.0,68.0,Adamant,None,Bulk Up,Tera Blast,Bitter Blade,Shadow Sneak
77,13.0,Regulation Set A,Gengar,Focus Sash,Cursed Body,Flying,0.0,0.0,0.0,252.0,4.0,252.0,Timid,0 Atk,Icy Wind,Sludge Bomb,Shadow Ball,Hypnosis
78,14.0,Regulation Set A,Tatsugiri,Choice Scarf,Commander,,0.0,0.0,0.0,252.0,4.0,252.0,Timid,0 Atk,Muddy Water,Draco Meteor,Soak,Icy Wind
79,14.0,Regulation Set A,Dondozo,Leftovers,Unaware,Grass,68.0,252.0,4.0,0.0,132.0,52.0,Adamant,None,Substitute,Order Up,Wave Crash,Earthquake
80,14.0,Regulation Set A,Sylveon,Throat Spray,Pixilate,,244.0,0.0,0.0,252.0,0.0,12.0,Modest,None,Protect,Hyper Voice,Yawn,Quick Attack
81,14.0,Regulation Set A,Hydreigon,Life Orb,Levitate,Steel,0.0,0.0,0.0,252.0,4.0,252.0,Timid,0 Atk,Tailwind,Draco Meteor,Dark Pulse,Flash Cannon
82,14.0,Regulation Set A,Armarouge,Safety Goggles,Flash Fire,Dark,244.0,0.0,4.0,244.0,4.0,12.0,Modest,0 Atk,Trick Room,Wide Guard,Armor Cannon,Psychic
83,14.0,Regulation Set A,Meowscarada,Focus Sash,Overgrow,,0.0,252.0,0.0,0.0,4.0,252.0,Adamant,None,Fake Tears,Flower Trick,Knock Off,Trick Room
84,15.0,Regulation Set A,Gholdengo,Choice Specs,Good as Gold,,20.0,0.0,4.0,244.0,124.0,116.0,Modest,0 Atk,Make It Rain,Steel Beam,Shadow Ball,Psyshock
85,15.0,Regulation Set A,Garchomp (M),Clear Amulet,Rough Skin,Fire,252.0,156.0,36.0,0.0,4.0,60.0,Adamant,None,Rock Slide,Earthquake,Protect,Swords Dance
86,15.0,Regulation Set A,Maushold-Four,Wide Lens,Technician,,4.0,252.0,0.0,0.0,0.0,252.0,Jolly,None,Follow Me,Encore,Charm,Population Bomb
87,15.0,Regulation Set A,Annihilape (F),Choice Scarf,Defiant,Normal,252.0,4.0,0.0,0.0,0.0,252.0,Jolly,None,Brick Break,Close Combat,Final Gambit,Shadow Claw
88,15.0,Regulation Set A,Murkrow (F),Eviolite,Prankster,Ghost,252.0,0.0,252.0,0.0,4.0,0.0,Bold,0 Atk,Taunt,Tailwind,Foul Play,Haze
89,15.0,Regulation Set A,Hydreigon (F),Life Orb,Levitate,Steel,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Thunder Wave,Flash Cannon,Dark Pulse,Draco Meteor
90,16.0,Regulation Set A,Kilowattrel (M),Life Orb,Competitive,Steel,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Protect,Thunder,Hurricane,Discharge
91,16.0,Regulation Set A,Meowscarada (F),Focus Sash,Overgrow,Ghost,12.0,252.0,0.0,0.0,0.0,244.0,Jolly,None,Protect,Flower Trick,Knock Off,Grassy Terrain
92,16.0,Regulation Set A,Pelipper (M),Damp Rock,Drizzle,Ground,76.0,0.0,0.0,252.0,0.0,180.0,Modest,0 Atk,Hurricane,Hydro Pump,Tailwind,Wide Guard
93,16.0,Regulation Set A,Amoonguss (F),Wiki Berry,Regenerator,Water,252.0,0.0,100.0,0.0,156.0,0.0,Sassy,0 Atk / 0 Spe,Rage Powder,Spore,Clear Smog,Giga Drain
94,16.0,Regulation Set A,Palafin (F),Choice Band,Zero to Hero,,252.0,252.0,0.0,0.0,4.0,0.0,Adamant,None,Flip Turn,Jet Punch,Wave Crash,Close Combat
95,16.0,Regulation Set A,Gholdengo,Choice Scarf,Good as Gold,,52.0,0.0,0.0,252.0,0.0,204.0,Timid,0 Atk,Make It Rain,Shadow Ball,Dazzling Gleam,Thunderbolt
96,17.0,Regulation Set A,Tatsugiri-Stretchy (M),Choice Scarf,Commander,Dragon,0.0,0.0,4.0,252.0,0.0,252.0,Timid,0 Atk,Draco Meteor,Muddy Water,Dragon Pulse,Icy Wind
97,17.0,Regulation Set A,Dondozo (M),Leftovers,Unaware,Dragon,12.0,236.0,4.0,0.0,4.0,252.0,Adamant,None,Wave Crash,Order Up,Substitute,Protect
98,17.0,Regulation Set A,Meowscarada (M),Focus Sash,Overgrow,Grass,4.0,252.0,0.0,0.0,0.0,252.0,Jolly,None,Flower Trick,Knock Off,Toxic Spikes,Protect
99,17.0,Regulation Set A,Gholdengo,Choice Specs,Good as Gold,Steel,4.0,0.0,4.0,244.0,4.0,252.0,Modest,0 Atk,Make It Rain,Shadow Ball,Power Gem,Trick
100,17.0,Regulation Set A,Volcarona (M),Rocky Helmet,Flame Body,Fire,252.0,0.0,244.0,4.0,4.0,4.0,Bold,0 Atk,Overheat,Struggle Bug,Rage Powder,Protect
101,17.0,Regulation Set A,Baxcalibur (F),Dragon Fang,Thermal Exchange,Steel,244.0,252.0,4.0,0.0,4.0,4.0,Adamant,None,Glaive Rush,Icicle Crash,Ice Shard,Protect
102,18.0,Regulation Set A,Armarouge (M),Weakness Policy,Weak Armor,Dark,116.0,0.0,12.0,252.0,4.0,124.0,Modest,0 Atk,Expanding Force,Armor Cannon,Wide Guard,Protect
103,18.0,Regulation Set A,Indeedee-F,Colbur Berry,Psychic Surge,Ghost,252.0,0.0,228.0,0.0,28.0,0.0,Calm,0 Atk,Psychic,Follow Me,Protect,Trick Room
104,18.0,Regulation Set A,Sylveon (M),Throat Spray,Pixilate,Fire,212.0,0.0,4.0,156.0,4.0,132.0,Modest,None,Hyper Voice,Tera Blast,Quick Attack,Protect
105,18.0,Regulation Set A,Salamence (M),Life Orb,Intimidate,Steel,4.0,252.0,0.0,0.0,0.0,252.0,Jolly,None,Dual Wingbeat,Dragon Claw,Brick Break,Tailwind
106,18.0,Regulation Set A,Garchomp (M),Assault Vest,Rough Skin,Steel,172.0,92.0,4.0,0.0,4.0,236.0,Adamant,None,Earthquake,Dragon Claw,Rock Slide,Stomping Tantrum
107,18.0,Regulation Set A,Palafin (M),Choice Scarf,Zero to Hero,Water,124.0,172.0,12.0,0.0,4.0,196.0,Jolly,None,Wave Crash,Flip Turn,Close Combat,Haze
108,19.0,Regulation Set A,Dondozo (M),Leftovers,Unaware,Grass,0.0,252.0,0.0,0.0,4.0,252.0,Adamant,None,Wave Crash,Ice Fang,Yawn,Protect
109,19.0,Regulation Set A,Dragonite (F),Choice Band,Multiscale,Flying,52.0,252.0,4.0,0.0,4.0,196.0,Adamant,None,Dragon Claw,Rock Slide,Tera Blast,Extreme Speed
110,19.0,Regulation Set A,Meowscarada (F),Focus Sash,Overgrow,Grass,0.0,252.0,4.0,0.0,0.0,252.0,Jolly,None,Flower Trick,Knock Off,Sucker Punch,Protect
111,19.0,Regulation Set A,Tatsugiri-Stretchy (F),Choice Scarf,Commander,Water,0.0,0.0,4.0,252.0,0.0,252.0,Timid,0 Atk,Muddy Water,Draco Meteor,Icy Wind,Sleep Talk
112,19.0,Regulation Set A,Kingambit (F),Black Glasses,Defiant,Dark,236.0,252.0,4.0,0.0,12.0,4.0,Adamant,None,Kowtow Cleave,Low Kick,Sucker Punch,Protect
113,19.0,Regulation Set A,Volcarona (M),Rocky Helmet,Flame Body,Ghost,244.0,0.0,196.0,4.0,60.0,4.0,Bold,0 Atk,Overheat,Struggle Bug,Rage Powder,Protect
114,20.0,Regulation Set A,Tatsugiri (F),Choice Scarf,Storm Drain,Water,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Muddy Water,Hydro Pump,Draco Meteor,Icy Wind
115,20.0,Regulation Set A,Dondozo (F),Leftovers,Unaware,Grass,140.0,0.0,116.0,0.0,252.0,0.0,Relaxed,None,Wave Crash,Yawn,Fissure,Protect
116,20.0,Regulation Set A,Meowscarada (F),Focus Sash,Overgrow,Grass,4.0,252.0,0.0,0.0,0.0,252.0,Jolly,None,Flower Trick,Protect,Knock Off,Sucker Punch
117,20.0,Regulation Set A,Dragonite (M),Lum Berry,Multiscale,Normal,252.0,252.0,4.0,0.0,0.0,0.0,Adamant,None,Extreme Speed,Fire Punch,Ice Spinner,Low Kick
118,20.0,Regulation Set A,Gholdengo,Choice Specs,Good as Gold,Steel,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Make It Rain,Shadow Ball,Thunderbolt,Power Gem
119,20.0,Regulation Set A,Arcanine (M),Sitrus Berry,Intimidate,Normal,76.0,252.0,4.0,0.0,4.0,172.0,Adamant,None,Flare Blitz,Extreme Speed,Close Combat,Protect
120,21.0,Regulation Set A,Tatsugiri-Droopy (F),Choice Scarf,Commander,Dragon,4.0,0.0,68.0,212.0,4.0,220.0,Modest,0 Atk,Muddy Water,Draco Meteor,Icy Wind,Dragon Pulse
121,21.0,Regulation Set A,Dondozo (M),Leftovers,Unaware,Flying,124.0,204.0,4.0,0.0,4.0,172.0,Adamant,None,Wave Crash,Tera Blast,Protect,Yawn
122,21.0,Regulation Set A,Glimmora (F),Focus Sash,Toxic Debris,Grass,4.0,0.0,0.0,252.0,0.0,252.0,Timid,0 Atk,Sludge Bomb,Power Gem,Earth Power,Spiky Shield
123,21.0,Regulation Set A,Volcarona (F),Choice Specs,Flame Body,Dark,116.0,0.0,20.0,116.0,4.0,252.0,Modest,0 Atk,Heat Wave,Overheat,Giga Drain,Struggle Bug
124,21.0,Regulation Set A,Dragonite (F),Choice Band,Multiscale,Flying,4.0,252.0,0.0,0.0,0.0,252.0,Adamant,None,Extreme Speed,Outrage,Tera Blast,Stomping Tantrum
125,21.0,Regulation Set A,Mimikyu (F),Life Orb,Disguise,Ghost,252.0,252.0,0.0,0.0,0.0,4.0,Adamant,None,Play Rough,Shadow Sneak,Protect,Curse
126,22.0,Regulation Set A,Dragonite (M),Choice Band,Multiscale,Flying,116.0,252.0,0.0,0.0,0.0,140.0,Adamant,None,Extreme Speed,Tera Blast,Outrage,Earthquake
127,22.0,Regulation Set A,Meowscarada (M),Focus Sash,Overgrow,Dark,0.0,252.0,4.0,0.0,0.0,252.0,Jolly,None,Flower Trick,Knock Off,Sucker Punch,Protect
128,22.0,Regulation Set A,Talonflame (F),Life Orb,Gale Wings,Ghost,4.0,252.0,0.0,0.0,0.0,252.0,Jolly,None,Brave Bird,Will-O-Wisp,Tailwind,Protect
129,22.0,Regulation Set A,Gholdengo,Choice Specs,Good as Gold,Water,148.0,0.0,4.0,252.0,4.0,100.0,Modest,0 Atk,Make It Rain,Shadow Ball,Tera Blast,Focus Blast
130,22.0,Regulation Set A,Dondozo (F),Leftovers,Unaware,Flying,116.0,180.0,0.0,0.0,0.0,212.0,Jolly,None,Wave Crash,Order Up,Yawn,Protect
131,22.0,Regulation Set A,Tatsugiri-Stretchy (F),Choice Scarf,Storm Drain,Dragon,0.0,0.0,4.0,252.0,0.0,252.0,Timid,0 Atk,Muddy Water,Draco Meteor,Dragon Pulse,Icy Wind
132,23.0,Regulation Set A,Volcarona (F),Rocky Helmet,Flame Body,Water,244.0,0.0,196.0,52.0,4.0,12.0,Bold,0 Atk,Struggle Bug,Overheat,Rage Powder,Protect
133,23.0,Regulation Set A,Meowscarada (M),Life Orb,Overgrow,Grass,0.0,252.0,4.0,0.0,0.0,252.0,Jolly,None,Flower Trick,Knock Off,Brick Break,Protect
134,23.0,Regulation Set A,Indeedee-F,Psychic Seed,Psychic Surge,Fairy,236.0,0.0,100.0,116.0,4.0,52.0,Modest,0 Atk,Dazzling Gleam,Follow Me,Imprison,Trick Room
135,23.0,Regulation Set A,Armarouge (F),Focus Sash,Weak Armor,Psychic,4.0,0.0,0.0,252.0,0.0,252.0,Modest,0 Atk,Expanding Force,Armor Cannon,Clear Smog,Protect
136,23.0,Regulation Set A,Garchomp (M),Clear Amulet,Rough Skin,Ground,0.0,252.0,4.0,0.0,0.0,252.0,Jolly,None,Dragon Claw,Stomping Tantrum,Rock Slide,Protect
137,23.0,Regulation Set A,Baxcalibur (F),Loaded Dice,Thermal Exchange,Fairy,84.0,252.0,0.0,0.0,0.0,172.0,Adamant,None,Glaive Rush,Ice Shard,Icicle Spear,Protect
138,24.0,Regulation Set A,Pelipper,Damp Rock,Drizzle,Grass,252.0,0.0,4.0,36.0,100.0,116.0,Modest,0 Atk,Hurricane,Hydro Pump,Tailwind,Wide Guard
139,24.0,Regulation Set A,CAPTAIN GOLD (Gholdengo),Leftovers,Good as Gold,Steel,108.0,0.0,4.0,140.0,4.0,252.0,Timid,0 Atk,Make It Rain,Shadow Ball,Nasty Plot,Protect
